Longitude,Latitude ,Min temperature (°C),Max temperature (°C),Avg temperature (°C),Avg O2 (mol/kg),Min temperature (°C),Max temperature (°C),Avg temperature (°C),Avg O2 (mol/kg),Min temperature (°C),Max temperature (°C),Avg temperature (°C),Avg O2 (mol/kg),Min temperature (°C),Max temperature (°C),Avg temperature (°C),Avg O2 (mol/kg),Min temperature (°C),Max temperature (°C),Avg temperature (°C),Avg O2 (mol/kg),Min temperature (°C),Max temperature (°C),Avg temperature (°C),Avg O2 (mol/kg),Min temperature (°C),Max temperature (°C),Avg temperature (°C),Avg O2 (mol/kg),Min temperature (°C),Max temperature (°C),Avg temperature (°C),Avg O2 (mol/kg),Min temperature (°C),Max temperature (°C),Avg temperature (°C),Avg O2 (mol/kg),Min temperature (°C),Max temperature (°C),Avg temperature (°C),Avg O2 (mol/kg),Min temperature (°C),Max temperature (°C),Avg temperature (°C),Avg O2 (mol/kg),Min temperature (°C),Max temperature (°C),Avg temperature (°C),Avg O2 (mol/kg),Min temperature (°C),Max temperature (°C),Avg temperature (°C),Avg O2 (mol/kg),Min temperature (°C),Max temperature (°C),Avg temperature (°C),Avg O2 (mol/kg),Min temperature (°C),Max temperature (°C),Avg temperature (°C),Avg O2 (mol/kg),Min temperature (°C),Max temperature (°C),Avg temperature (°C),Avg O2 (mol/kg),Min temperature (°C),Max temperature (°C),Avg temperature (°C),Avg O2 (mol/kg),Min temperature (°C),Max temperature (°C),Avg temperature (°C),Avg O2 (mol/kg),Min temperature (°C),Max temperature (°C),Avg temperature (°C),Avg O2 (mol/kg),Min temperature (°C),Max temperature (°C),Avg temperature (°C),Avg O2 (mol/kg),Min temperature (°C),Max temperature (°C),Avg temperature (°C),Avg O2 (mol/kg),Min temperature (°C),Max temperature (°C),Avg temperature (°C),Avg O2 (mol/kg),Min temperature (°C),Max temperature (°C),Avg temperature (°C),Avg O2 (mol/kg),Min temperature (°C),Max temperature (°C),Avg temperature (°C),Avg O2 (mol/kg),Min temperature (°C),Max temperature (°C),Avg temperature (°C),Avg O2 (mol/kg),Min temperature (°C),Max temperature (°C),Avg temperature (°C),Avg O2 (mol/kg),Min temperature (°C),Max temperature (°C),Avg temperature (°C),Avg O2 (mol/kg),Min temperature (°C),Max temperature (°C),Avg temperature (°C),Avg O2 (mol/kg),Min temperature (°C),Max temperature (°C),Avg temperature (°C),Avg O2 (mol/kg),Min temperature (°C),Max temperature (°C),Avg temperature (°C),Avg O2 (mol/kg),Min temperature (°C),Max temperature (°C),Avg temperature (°C),Avg O2 (mol/kg),Min temperature (°C),Max temperature (°C),Avg temperature (°C),Avg O2 (mol/kg),Min temperature (°C),Max temperature (°C),Avg temperature (°C),Avg O2 (mol/kg),Min temperature (°C),Max temperature (°C),Avg temperature (°C),Avg O2 (mol/kg),Min temperature (°C),Max temperature (°C),Avg temperature (°C),Avg O2 (mol/kg)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-75.25,38.75,-0.894483686,26.05971146,14.77978783,0.00026048,1.135303617,25.32047081,13.84213788,0.000263635,2.429495096,25.91747856,14.51264731,0.000263092,4.448248386,25.46222878,15.01477142,0.000261122,2.765023947,24.9124527,14.13366475,0.000266532,1.899447083,25.62875175,14.87538172,0.000262203,3.533773422,25.50481415,14.69319703,0.000262558,2.099983454,25.79539108,14.12977539,0.000267418,3.241733789,23.62742996,13.81151845,0.000267138,4.321688652,26.07570457,14.72984242,0.000263392,2.880983591,26.42462349,15.21517676,0.00025965,5.17834568,25.71590233,15.51999052,0.000257421,3.906460285,25.39966583,14.4180845,0.000263783,3.649522781,25.94471169,14.75579453,0.000263455,2.360829592,23.0816021,13.77901773,0.000268125,3.019516468,25.35210991,14.76427921,0.000262989,2.397660255,25.10669327,13.85846915,0.000269499,4.618750095,25.72356987,14.46771971,0.000264678,5.764140606,25.66488075,15.44218679,0.000258987,5.346149921,26.70977211,15.02467167,0.000261314,2.924680233,25.03140831,14.60066577,0.000263804,2.400484085,24.77886772,14.68388361,0.000263276,5.754863262,26.56427574,15.5905271,0.000256627,1.446289897,23.08852005,13.63527722,0.000268917,1.532261848,25.22294044,14.2551888,0.000266677,2.726365328,26.16752052,14.38426799,0.000266385,5.259575844,23.90163422,14.66615538,0.000261099,2.352423429,25.72547913,14.88671126,0.00026193,5.741122246,23.92244148,14.81799606,0.000258193,3.31946516,25.05483246,14.66045519,0.000262757,2.13106823,24.75676918,14.21762621,0.000266414,2.019466877,25.53256607,15.22597118,0.000259812,6.086297512,26.1691761,15.87059255,0.000254959,4.493319988,24.29564095,14.30967915,0.000262639,2.598861694,24.98023987,14.60198247,0.000264157
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-72.25,39.25,7.614393234,9.971920967,8.489163832,0.000211534,7.144377708,8.674548149,7.654964566,0.00022098,6.418473244,8.06752491,7.317598462,0.000220515,7.190872192,8.82634449,7.716177305,0.000214555,6.934712887,8.731045723,7.616800268,0.000215875,6.841266155,8.016498566,7.470604738,0.000216935,7.633063316,8.849462509,8.068725745,0.000209183,7.469968796,8.334974289,7.874062181,0.000213339,7.272760391,8.701196671,8.082604051,0.000211959,7.222868919,8.586441994,8.044392427,0.000210731,7.315336227,8.61550808,7.847244143,0.000213465,7.748342037,8.872670174,8.296433846,0.000208142,7.280515671,9.708939552,8.394845168,0.000215264,7.089876652,9.30762291,7.932932019,0.000218978,7.30176115,8.319281578,7.755450249,0.000212659,7.356428146,8.229123116,7.77583615,0.000212272,7.0780406,9.326318741,7.971014619,0.000212329,7.299449444,8.703857422,7.938191533,0.000209635,7.465453148,8.551544189,7.921943665,0.000212557,7.70994997,8.603895187,8.168679635,0.00020836,7.194441795,9.219241142,8.184050123,0.000209731,7.030789375,8.442358971,7.682746053,0.000212164,7.396774292,8.228466034,7.7676361,0.000210577,7.163165092,8.081442833,7.542155306,0.000214444,6.942193508,8.325687408,7.556352099,0.000213234,7.160975456,8.510647774,7.675130606,0.00021191,7.320086002,8.134301186,7.828575452,0.000212518,6.615535736,8.01466465,7.367439866,0.000216341,6.843454838,7.630405426,7.13360703,0.000221253,7.27086401,8.677848816,7.831982255,0.000211337,6.438340664,8.039335251,7.099967798,0.000219593,6.665053368,7.809734821,7.203487118,0.000219285,6.798052311,8.013724327,7.314780831,0.000216965,7.12447691,8.236300468,7.630741318,0.000214035,7.468045712,8.479257584,7.923847278,0.000211448
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-72.75,39.25,10.56976475,13.77812174,12.8552928,0.00020223,8.495141784,12.55564354,9.839140918,0.000236366,7.425945707,12.32238247,9.314328412,0.00023399,9.225805888,11.81744459,10.09100398,0.000226413,8.883549006,11.13697147,9.728946584,0.000224423,8.748000074,13.70653917,10.28881364,0.000222926,10.15408815,12.42101656,10.98707099,0.000222685,8.078763917,12.60163278,10.84231727,0.000221091,9.21856764,11.02430776,10.09179424,0.000222202,8.03971682,12.26811171,10.58791511,0.000217237,8.386707445,12.03994524,10.03010915,0.00021742,9.752581785,13.64342656,11.32118284,0.000210995,8.049081125,12.84274324,9.836574308,0.000240416,8.516101964,11.81899303,9.661303516,0.000230191,8.868565306,13.51027186,10.66047388,0.000219784,9.54155543,11.86961477,10.70949452,0.000223385,8.749767949,13.30655142,10.70940483,0.000217368,10.00612581,13.98967899,11.44881954,0.000212666,9.692633557,12.89185935,11.15466496,0.000215988,8.835062,12.19419687,10.4264583,0.000222083,9.20273071,13.47539551,11.40136583,0.000211632,8.541048654,13.29092337,10.18688566,0.000213946,9.686091445,11.79400194,10.85711312,0.000215443,8.300943982,11.03946535,9.316575785,0.000225844,7.564307149,10.57641936,8.827506692,0.000233535,7.965211422,10.61077737,9.355441331,0.000226331,8.216382893,11.37285195,9.91313584,0.000220227,7.965257668,11.11972102,9.505338714,0.000217598,8.029978712,12.19235048,9.662998529,0.000218918,8.452857369,10.75645067,9.489565197,0.000222865,7.294263798,10.78301335,8.631065215,0.000229006,8.502055816,10.64655355,9.450487389,0.00021923,8.653337657,11.61652865,10.06299029,0.000214249,8.843911309,12.00103025,10.1249615,0.000218068,8.904462025,10.88318781,9.966643989,0.000218175
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.25,39.25,7.786133711,13.27486378,10.13043328,0.000250972,5.976503177,11.44046371,8.631389314,0.000269468,4.854600378,12.74483837,7.881366603,0.000277857,8.005905007,11.62160712,9.186671359,0.00026386,6.832043498,12.03319739,8.699034947,0.000269413,6.885740592,13.1765565,8.871121028,0.000270554,7.763717459,11.88146089,9.366982108,0.000269871,6.69882422,13.9454208,8.871785075,0.000277061,6.48095824,10.22729008,8.023605381,0.000270225,6.723065976,12.92565421,8.633097878,0.000268286,6.412565658,13.01104137,8.784503988,0.00025781,8.187024875,14.04649876,9.721061152,0.000261859,7.197854377,10.38783266,8.490161839,0.000276828,6.029078118,10.8268062,7.942452205,0.000277741,6.428730676,12.50711216,8.556380587,0.000270271,7.630112467,11.22906317,8.805787935,0.000273644,5.611030625,10.58912097,8.058476426,0.000272074,7.962974013,12.22448051,9.58614814,0.000259827,7.960003111,13.60193536,9.745971537,0.000265364,7.938330092,11.61557661,9.155479659,0.000270884,6.6534339,13.3306193,9.146335724,0.000267988,6.809768853,13.99880641,8.706972159,0.000272378,8.451979388,12.72436784,9.790417541,0.000260513,6.278898621,10.6218376,7.944469017,0.000274487,6.030887772,10.16478724,7.3939259,0.000279898,5.882067575,9.985660372,7.625463792,0.000277675,6.35825561,11.7940507,8.228650812,0.000269115,6.838399504,11.07776322,8.392544667,0.000266064,7.664465702,12.47910618,8.901921371,0.000255677,6.800849881,11.80144715,8.706156123,0.000261589,6.323939642,11.43134011,7.754388288,0.000274562,5.858332096,11.29491444,8.013802139,0.000262447,8.542029666,12.09583436,9.60794377,0.000249729,7.672460611,11.2171778,8.636265149,0.000263287,6.716444486,13.11551894,8.583680142,0.00026335
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.75,39.25,3.806003303,15.58387006,9.588490325,0.000276496,4.342898214,16.38413147,9.861891255,0.000275295,4.146901045,15.56145289,8.850721687,0.000283364,6.554805727,15.81764799,10.53662036,0.00027186,4.894681389,15.46298729,9.446795147,0.000278722,2.943492096,14.19519421,9.749992421,0.000277498,5.160085228,14.39738165,10.06887017,0.000275818,4.716850523,12.47961058,8.877247763,0.00028676,4.224504085,14.60061841,8.765308336,0.000284536,5.571054732,13.15020939,8.768632912,0.000274687,5.419990402,14.13176945,9.888478963,0.000268874,6.346414995,13.38827838,10.09150512,0.000270994,5.925776194,14.99706827,10.01128578,0.000278709,4.849672452,12.76084235,8.682603422,0.000283522,4.219582616,16.05669793,9.128266129,0.000282418,4.730683404,14.69622391,10.11948521,0.000275529,3.727407912,14.90228674,8.805884573,0.000280247,5.898109816,12.70634019,9.526010784,0.00027306,7.244900105,13.07414692,9.908819881,0.0002744,6.161954562,13.52824593,10.06499995,0.00027374,4.507808823,12.36302879,9.312708363,0.000271602,5.343444323,15.86083524,9.065658285,0.000277323,7.100133084,16.05476723,10.66465018,0.000262264,3.756050532,11.19000896,8.158222164,0.000282503,3.334621385,13.29542431,8.484652244,0.000278357,4.267001596,13.21326463,8.816112547,0.000279878,5.359179477,13.22341571,9.025069271,0.000270343,4.860590635,14.11289535,9.301670648,0.000271479,6.575368878,13.54773153,9.743389378,0.00025558,4.670625469,13.49080607,9.050321141,0.000264042,4.935147916,11.66221232,8.247322141,0.000264961,3.839925116,13.31731041,8.465266446,0.000260591,7.31601277,13.03608773,10.21579858,0.000254596,5.716051871,13.49226981,9.259445945,0.000263398,4.201063377,13.95376788,9.100012109,0.00026298
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.25,39.25,-0.657946683,22.32577513,11.03986708,0.000277576,2.362456252,21.55680131,11.01556627,0.000273654,2.55571295,17.75444426,11.11318742,0.000276006,4.511103468,19.93464356,12.06466332,0.000271812,3.925723285,19.26776505,10.80993053,0.00027797,1.74121906,20.14220208,11.74715222,0.000274174,3.095675263,20.32757417,11.24851635,0.000274616,2.614958478,18.07752605,10.24797376,0.000279487,3.766780198,16.31695441,10.35543217,0.000280399,3.991794083,20.13281816,11.14932571,0.000271103,3.982743425,22.54320859,12.31546192,0.000266909,5.154762889,19.13637142,11.97104547,0.000266341,3.41571426,18.82687974,11.25412029,0.000274907,3.446290145,18.02008504,10.4178026,0.000281101,2.158772114,19.31063785,10.32215989,0.00028197,3.299974836,22.81878165,12.40973847,0.0002699,2.217746632,20.9052046,10.41738882,0.000280436,4.003957364,19.39067268,11.49179606,0.000272137,5.306042374,17.71680131,11.48526517,0.000271265,4.690905413,21.7392143,12.1041547,0.000269721,2.858280718,19.8743401,11.60103873,0.000269447,3.239754303,17.09671791,10.57684759,0.000275699,5.80063817,22.26088437,12.72657195,0.000265238,1.830128219,18.28400742,10.10545687,0.00027824,1.323415201,18.2724375,9.945615049,0.000273756,3.068439942,15.99493313,10.24813542,0.000276684,4.457867897,19.9906031,11.05844629,0.000272152,2.820201612,17.29681402,10.60907504,0.000266336,5.33074843,17.94740871,10.81508066,0.00025852,3.042774557,19.57590766,10.66099977,0.000260235,2.64610821,19.43913417,9.994524343,0.000268717,2.73875459,18.11547122,10.6455087,0.000263085,5.607565071,16.93982516,11.63234782,0.000250802,4.037714593,17.390392,10.40875899,0.000264709,2.782262557,19.39257974,10.77269095,0.000266067
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.75,39.25,-1.324298859,24.11860847,12.45476686,0.000267083,0.922874391,21.54452705,12.14127733,0.000268012,1.574890733,21.52271843,12.5522702,0.000266995,3.79603076,22.81225586,13.20247354,0.00026724,2.473527908,22.62555504,12.23324531,0.000271355,1.117204547,21.91242027,12.85270785,0.000267257,2.395764589,22.0850544,12.48381714,0.000268885,1.666407943,22.31559181,11.77681777,0.00027244,2.384642601,19.60183525,11.50759872,0.000275564,3.400066853,23.80789757,12.74536598,0.000268039,2.473031759,23.73415375,13.66238433,0.000262292,4.461228371,21.89608574,13.54796819,0.000261536,2.891566277,22.44574547,12.32592257,0.000269429,2.725281477,21.27075768,12.17707531,0.000270461,1.522273421,19.98049355,11.26789408,0.000278439,2.089316607,22.77753639,12.92386101,0.000266595,1.73316586,22.93610573,11.78581747,0.000275454,3.733574152,23.08013344,12.54869443,0.00026841,4.8713727,22.89949989,13.16309758,0.000264183,4.586340904,21.59042358,12.99173601,0.000264318,2.231801987,22.221138,12.56180441,0.000266775,1.88980341,19.45420456,11.91405938,0.000262959,5.060516357,22.91510582,13.69354455,0.000262037,0.980313897,19.612463,10.89437635,0.000273318,0.706180811,21.83177567,11.47988391,0.000266323,2.713283539,21.78027153,11.94010371,0.000269032,4.669570923,21.09462738,12.13647131,0.000266348,1.528010488,22.20771027,12.34945547,0.000262653,5.062476158,20.56882477,11.80852997,0.000254527,2.599280596,20.63640594,12.01071944,0.00025702,1.913227677,22.27466583,11.2586674,0.000259741,1.974977255,20.68065262,12.20450433,0.000256011,5.435494423,19.76077843,13.24419093,0.000241385,3.604554653,19.43709564,11.45898827,0.000263414,1.891995072,21.97259521,11.99117044,0.000258041
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-69.25,39.75,2.849537611,3.258520603,2.993126934,0.000265211,3.249079943,3.677691936,3.539514581,0.000263529,3.368076086,3.68637991,3.559231242,0.000263715,3.531183004,3.805034399,3.683888018,0.00025991,3.629649878,3.864558458,3.721943557,0.000261626,3.474128485,3.789077759,3.643004398,0.000258061,3.442947149,3.855526447,3.71733278,0.000257707,3.436388254,3.797149658,3.627118766,0.000256263,3.5981071,3.932687283,3.812572559,0.000257929,3.527846336,4.287350178,3.82843411,0.00025628,3.66073966,4.113579273,3.842956503,0.000255651,3.351466894,3.702834368,3.502686878,0.000258685,3.556918383,4.242528915,3.870212277,0.000254519,3.501807928,4.100702763,3.682118535,0.000259316,3.492444038,3.801897287,3.629682124,0.000258938,3.438528299,3.941739321,3.704792897,0.000258232,3.533324242,4.070059776,3.797497372,0.000253246,3.294781685,3.849802256,3.543817004,0.000257713,3.453378439,3.652010679,3.56982851,0.000256542,3.467229605,3.970242739,3.706567407,0.000255137,3.340308905,4.257080555,3.864129384,0.000256058,3.574755669,4.151071072,3.850180606,0.000255538,3.510422945,3.893464565,3.674446265,0.000259806,3.312680244,3.781908751,3.564230263,0.000259215,3.392231941,3.747788429,3.552914421,0.00025978,3.328962088,3.727843523,3.531610012,0.000258719,3.353690386,3.846455812,3.584736804,0.000257811,3.411822319,3.700882912,3.623580416,0.00025915,3.662820339,3.970654249,3.820918461,0.000258981,3.518464088,3.951939583,3.725305875,0.000258232,3.633348465,3.967788458,3.83514595,0.000260217,3.571111917,3.866988659,3.734388371,0.000259995,3.774047852,4.018748283,3.896643202,0.000256166,3.640141249,3.990998268,3.861159305,0.000257658,3.836165428,4.291016579,4.009740591,0.000257807
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-69.75,39.75,2.638706207,3.068870306,2.85099942,0.000267427,3.073245525,3.612220049,3.399385115,0.000266197,3.260490894,3.566430807,3.451107462,0.000265237,3.403844595,3.721460104,3.58594662,0.000261911,3.503187895,3.7234478,3.609474699,0.000263896,3.341148615,3.675441504,3.545444369,0.000260197,3.322666168,3.689699173,3.57571878,0.000260941,3.375038147,3.692269564,3.543166975,0.000258056,3.510376692,3.792485476,3.696493248,0.000260458,3.39668417,4.262977123,3.723495066,0.000258114,3.470248222,3.949164391,3.713370363,0.000258643,3.179330349,3.532119513,3.361387451,0.000260871,3.407386065,4.211620808,3.736022294,0.000257201,3.335871458,4.030272484,3.555587868,0.000261512,3.364966154,3.716307402,3.520228326,0.000260838,3.361918211,3.871293545,3.582576672,0.000260854,3.39118576,3.92991066,3.652100662,0.000256323,3.188018799,3.676287651,3.413218975,0.000260095,3.307500601,3.589659214,3.459841311,0.000259361,3.353705168,3.883736849,3.573959212,0.000257783,3.278488398,4.180016518,3.738458892,0.000258691,3.475913525,4.065434933,3.731596649,0.000258267,3.420526981,3.771589756,3.567373594,0.000261969,3.220734358,3.691228628,3.465493838,0.000261772,3.291039228,3.560454845,3.419771353,0.000262387,3.284686565,3.580536366,3.425943236,0.000260721,3.206389666,3.682866812,3.460665186,0.000259916,3.277799606,3.650520086,3.52867496,0.000262099,3.512824774,3.924413443,3.730464478,0.000261396,3.390368462,3.873883724,3.6376248,0.000260102,3.600835085,3.901257753,3.750868221,0.000262373,3.423973322,3.731310129,3.635684073,0.000262329,3.675475597,3.961907625,3.821564595,0.000258291,3.506728888,3.879244566,3.740395546,0.000260262,3.758727074,4.141228676,3.91163671,0.000259798
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-70.25,39.75,2.677009106,3.08254385,2.913722255,0.000266172,3.115067482,3.637868166,3.430497269,0.000265676,3.316021681,3.600905418,3.476178308,0.00026395,3.455377579,3.723421097,3.604678174,0.000261104,3.581691027,3.73041296,3.636936665,0.000262826,3.451818705,3.71829319,3.56987979,0.000259414,3.439538002,3.728090525,3.617164969,0.000259346,3.391444683,3.750739574,3.570856333,0.000257112,3.58926034,3.803323984,3.716204802,0.000259568,3.427074909,4.254938126,3.717591604,0.000257944,3.518501759,3.978693485,3.731156607,0.000258101,3.296771049,3.555697441,3.43361791,0.000259553,3.576433897,4.224529743,3.766866783,0.000256775,3.403090477,4.039834976,3.593408008,0.000260887,3.462267876,3.749411821,3.576148113,0.000259323,3.409208298,3.847538948,3.595825752,0.000260295,3.468559265,3.87150526,3.657884181,0.000256201,3.272458553,3.677265406,3.452209334,0.000258857,3.390679359,3.655969858,3.494194269,0.000258656,3.426589012,3.86217308,3.593608022,0.000256924,3.288335085,4.146109581,3.747006913,0.000258058,3.564997196,4.112246037,3.750540495,0.000257565,3.46273303,3.799773693,3.596147279,0.000260943,3.322535992,3.697419882,3.475101411,0.000261355,3.359812021,3.533861399,3.454255243,0.000261466,3.300643444,3.626877308,3.448243598,0.000259988,3.318452597,3.631664753,3.478790383,0.000259247,3.361944437,3.644955158,3.528347373,0.000261695,3.555152655,3.930193186,3.717079878,0.000261377,3.490183115,3.799362898,3.642770032,0.000259539,3.597508192,3.866407394,3.756241063,0.000261933,3.504580975,3.770525694,3.654020369,0.000261529,3.690887213,3.947876453,3.795369784,0.000258682,3.494613171,3.874603271,3.746633033,0.000259806,3.739111662,4.095894337,3.89316229,0.000259938
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-70.75,39.75,3.592010021,3.804452419,3.66695805,0.000257891,3.716580868,4.130043507,3.985076348,0.00025838,3.834161997,4.235978127,4.010835787,0.000257131,3.965965033,4.145089626,4.052777131,0.000256447,4.030098438,4.141572475,4.076496959,0.000257436,3.952585459,4.225465775,4.054946363,0.000254876,4.007403374,4.309573174,4.160219709,0.000253412,3.979026794,4.250126839,4.119022171,0.000251093,4.240071297,4.447199821,4.320335388,0.000251774,4.092911243,4.960891724,4.340055784,0.000249886,4.096345901,4.73025322,4.381245852,0.000250657,3.995832205,4.346085548,4.158238391,0.000252049,4.204027653,5.102567196,4.491306225,0.000249029,3.916437626,4.807164192,4.198938906,0.000255359,3.989180565,4.27019453,4.10100917,0.000253539,3.863066435,4.396012306,4.069556455,0.000255106,3.976291895,4.28934288,4.17846479,0.000250862,3.844613314,4.268423557,4.04860878,0.000252007,3.917114735,4.141395092,4.04035755,0.000253274,3.869277239,4.45742321,4.145443976,0.000251076,3.724807739,4.825034142,4.305366417,0.000251448,4.01872015,4.811677456,4.290388703,0.000251214,3.894297123,4.30120039,4.098977844,0.000254458,3.916069746,4.209018707,4.030418019,0.000254493,3.836719036,4.17180109,4.026124636,0.000254429,3.781011105,4.12607336,3.990044395,0.000253862,3.865352154,4.271753311,4.024877449,0.00025314,3.910327196,4.25606823,4.084177315,0.00025377,4.026128769,4.403028488,4.180152933,0.000255527,4.064354897,4.41052866,4.250138958,0.000252048,4.011266232,4.296205044,4.17150716,0.000256969,3.838065863,4.264793873,4.078127702,0.000256715,4.103991508,4.308135986,4.191721241,0.0002541,3.990595579,4.440816402,4.252296547,0.000253805,4.25837326,4.617655277,4.448855718,0.000252979
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.25,39.75,3.46887207,3.715546608,3.570952806,0.000257719,3.629162312,4.070949554,3.915940007,0.000259042,3.829962492,4.140743732,3.969313363,0.000257295,3.939585209,4.136843681,4.055560211,0.000255865,3.991900682,4.149939537,4.058306913,0.000256663,3.951729536,4.14577055,4.032957037,0.000254604,3.948797941,4.244973183,4.135220945,0.000252168,3.966982126,4.255784035,4.105361561,0.000251673,4.189193726,4.371040821,4.285445611,0.000251254,4.089738846,4.89513588,4.288320581,0.000250463,4.117025375,4.621970654,4.33477815,0.00025081,4.009477615,4.304615498,4.148804188,0.000251427,4.176406384,5.14659071,4.443569183,0.000248884,3.920890331,4.754070759,4.162287176,0.000255364,3.977345705,4.272991657,4.099536538,0.000252256,3.910491705,4.306830883,4.057152152,0.000254102,3.974343061,4.219026089,4.112253686,0.000251804,3.853692293,4.267497063,4.013715645,0.000251805,3.893909216,4.167449951,4.026999215,0.000252636,3.909382582,4.349041939,4.106228789,0.000250842,3.855926991,4.744306087,4.264045636,0.000251387,4.067412853,4.822131634,4.292915026,0.000250467,3.842117786,4.271862984,4.089551151,0.000254679,3.899501324,4.129764557,4.012811184,0.000254295,3.850629807,4.081685066,3.98659571,0.000254291,3.857666969,4.134843349,3.98694849,0.000253382,3.881439447,4.128584385,3.99740845,0.000253094,3.926126003,4.160811901,4.033459624,0.000254641,4.01620388,4.292991161,4.162438313,0.000255925,4.095060825,4.371918678,4.215966622,0.000251931,3.994949579,4.211304188,4.127420723,0.000257646,3.898973942,4.183054924,4.065597514,0.000256724,4.110641479,4.287200451,4.17334342,0.000254606,3.987787008,4.405864716,4.222438673,0.0002533,4.279682159,4.604792595,4.424904227,0.000252453
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
